Age,Column (decade year) 2,Country,Country (max female),Country Code,Country highlight,Country: OECD Avg ,Country: other than OECD Avg,Decades only : T|F,Effective labour market exit age (bins),Every 5 years T|F,Gender,Gender filter,Measure1,OECD Average highlight,OECD Average highlight (female),OECD Average highlight (male),OECD Member: T|F,Ref Area,Reference area,Region (group),Row (decade year) 2,Sex,UPPER Country,UPPER(Gender),Year,Year (2 figures),Year (each 5 years),Year Int,Age | Years,Country name value,Effective labour market exit age,Effective labour market exit age (female),Effective labour market exit age (male),Effective labour market exit age (tooltip),Exit age - Female outliers max,Obs Value
Not applicable,2,Mexico,Mexico,MEX,True,,Mexico,False,69,False,Female,True,Effective labour market exit age,False,False,False,OECD member,MEX,Mexico,Latin America,2,Female,MEXICO,FEMALE,01-01-1989,'89,,1989,69.3,,69.3,69.3,,69.3,69.3,69.3
Not applicable,2,Netherlands,Netherlands,NLD,False,,Netherlands,False,58,False,Female,True,Effective labour market exit age,False,False,False,OECD member,NLD,Netherlands,Europe & Middle East,2,Female,NETHERLANDS,FEMALE,01-01-1989,'89,,1989,58.4,,58.4,58.4,,58.4,,58.4
Not applicable,2,Norway,Norway,NOR,False,,Norway,False,63,False,Female,True,Effective labour market exit age,False,False,False,OECD member,NOR,Norway,Europe & Middle East,2,Female,NORWAY,FEMALE,01-01-1989,'89,,1989,63.0,,63.0,63.0,,63.0,,63.0
Not applicable,2,New Zealand,New Zealand,NZL,False,,New Zealand,False,60,False,Female,True,Effective labour market exit age,False,False,False,OECD member,NZL,New Zealand,Oceania,2,Female,NEW ZEALAND,FEMALE,01-01-1989,'89,,1989,60.7,,60.7,60.7,,60.7,,60.7
Not applicable,2,OECD average,OECD average,OECD_REP,False,OECD average,,False,61,False,Female,True,Effective labour market exit age,True,True,True,OECD member,OECD_REP,OECD average country,OECD average,2,Female,OECD AVERAGE COUNTRY,FEMALE,01-01-1989,'89,,1989,61.3,,61.3,61.3,,61.3,,61.3
Not applicable,2,Poland,Poland,POL,False,,Poland,False,60,False,Female,True,Effective labour market exit age,False,False,False,OECD member,POL,Poland,Europe & Middle East,2,Female,POLAND,FEMALE,01-01-1989,'89,,1989,60.3,,60.3,60.3,,60.3,,60.3
Not applicable,2,Portugal,Portugal,PRT,False,,Portugal,False,62,False,Female,True,Effective labour market exit age,False,False,False,OECD member,PRT,Portugal,Europe & Middle East,2,Female,PORTUGAL,FEMALE,01-01-1989,'89,,1989,62.2,,62.2,62.2,,62.2,,62.2
Not applicable,2,Slovak Republic,Slovak Republic,SVK,False,,Slovak Republic,False,56,False,Female,True,Effective labour market exit age,False,False,False,OECD member,SVK,Slovak Republic,Europe & Middle East,2,Female,SLOVAK REPUBLIC,FEMALE,01-01-1989,'89,,1989,56.8,,56.8,56.8,,56.8,,56.8
Not applicable,2,Slovenia,Slovenia,SVN,False,,Slovenia,False,57,False,Female,True,Effective labour market exit age,False,False,False,OECD member,SVN,Slovenia,Europe & Middle East,2,Female,SLOVENIA,FEMALE,01-01-1989,'89,,1989,57.0,,57.0,57.0,,57.0,,57.0
Not applicable,2,Sweden,Sweden,SWE,False,,Sweden,False,61,False,Female,True,Effective labour market exit age,False,False,False,OECD member,SWE,Sweden,Europe & Middle East,2,Female,SWEDEN,FEMALE,01-01-1989,'89,,1989,61.7,,61.7,61.7,,61.7,,61.7
Not applicable,2,Türkiye,Türkiye,TUR,False,,Türkiye,False,59,False,Female,True,Effective labour market exit age,False,False,False,OECD member,TUR,Türkiye,Europe & Middle East,2,Female,TÜRKIYE,FEMALE,01-01-1989,'89,,1989,59.4,,59.4,59.4,,59.4,,59.4
Not applicable,2,United States,United States,USA,False,,United States,False,63,False,Female,True,Effective labour market exit age,False,False,False,OECD member,USA,United States,N. America,2,Female,UNITED STATES,FEMALE,01-01-1989,'89,,1989,63.7,,63.7,63.7,,63.7,,63.7
Not applicable,2,Australia,Australia,AUS,False,,Australia,False,59,False,Female,True,Effective labour market exit age,False,False,False,OECD member,AUS,Australia,Oceania,2,Female,AUSTRALIA,FEMALE,01-01-1990,'90,,1990,59.3,,59.3,59.3,,59.3,,59.3
Not applicable,2,Belgium,Belgium,BEL,False,,Belgium,False,55,False,Female,True,Effective labour market exit age,False,False,False,OECD member,BEL,Belgium,Europe & Middle East,2,Female,BELGIUM,FEMALE,01-01-1990,'90,,1990,55.4,,55.4,55.4,,55.4,,55.4
Not applicable,2,Canada,Canada,CAN,False,,Canada,False,60,False,Female,True,Effective labour market exit age,False,False,False,OECD member,CAN,Canada,N. America,2,Female,CANADA,FEMALE,01-01-1990,'90,,1990,60.8,,60.8,60.8,,60.8,,60.8
Not applicable,2,Switzerland,Switzerland,CHE,False,,Switzerland,False,63,False,Female,True,Effective labour market exit age,False,False,False,OECD member,CHE,Switzerland,Europe & Middle East,2,Female,SWITZERLAND,FEMALE,01-01-1990,'90,,1990,63.8,,63.8,63.8,,63.8,,63.8
Not applicable,2,Chile,Chile,CHL,False,,Chile,False,68,False,Female,True,Effective labour market exit age,False,False,False,OECD member,CHL,Chile,Latin America,2,Female,CHILE,FEMALE,01-01-1990,'90,,1990,68.6,,68.6,68.6,,68.6,,68.6
Not applicable,2,Costa Rica,Costa Rica,CRI,False,,Costa Rica,False,56,False,Female,True,Effective labour market exit age,False,False,False,OECD member,CRI,Costa Rica,Latin America,2,Female,COSTA RICA,FEMALE,01-01-1990,'90,,1990,56.4,,56.4,56.4,,56.4,,56.4
Not applicable,2,Czechia,Czechia,CZE,False,,Czechia,False,57,False,Female,True,Effective labour market exit age,False,False,False,OECD member,CZE,Czechia,Europe & Middle East,2,Female,CZECHIA,FEMALE,01-01-1990,'90,,1990,57.8,,57.8,57.8,,57.8,,57.8
Not applicable,2,Denmark,Denmark,DNK,False,,Denmark,False,61,False,Female,True,Effective labour market exit age,False,False,False,OECD member,DNK,Denmark,Europe & Middle East,2,Female,DENMARK,FEMALE,01-01-1990,'90,,1990,61.3,,61.3,61.3,,61.3,,61.3
Not applicable,2,Spain,Spain,ESP,False,,Spain,False,64,False,Female,True,Effective labour market exit age,False,False,False,OECD member,ESP,Spain,Europe & Middle East,2,Female,SPAIN,FEMALE,01-01-1990,'90,,1990,64.2,,64.2,64.2,,64.2,,64.2
Not applicable,2,Estonia,Estonia,EST,False,,Estonia,False,59,False,Female,True,Effective labour market exit age,False,False,False,OECD member,EST,Estonia,Europe & Middle East,2,Female,ESTONIA,FEMALE,01-01-1990,'90,,1990,59.7,,59.7,59.7,,59.7,,59.7
Not applicable,2,Finland,Finland,FIN,False,,Finland,False,60,False,Female,True,Effective labour market exit age,False,False,False,OECD member,FIN,Finland,Europe & Middle East,2,Female,FINLAND,FEMALE,01-01-1990,'90,,1990,60.0,,60.0,60.0,,60.0,,60.0
Not applicable,2,France,France,FRA,False,,France,False,59,False,Female,True,Effective labour market exit age,False,False,False,OECD member,FRA,France,Europe & Middle East,2,Female,FRANCE,FEMALE,01-01-1990,'90,,1990,59.0,,59.0,59.0,,59.0,,59.0
Not applicable,2,United Kingdom,United Kingdom,GBR,False,,United Kingdom,False,59,False,Female,True,Effective labour market exit age,False,False,False,OECD member,GBR,United Kingdom,Europe & Middle East,2,Female,UNITED KINGDOM,FEMALE,01-01-1990,'90,,1990,59.8,,59.8,59.8,,59.8,,59.8
Not applicable,2,Greece,Greece,GRC,False,,Greece,False,59,False,Female,True,Effective labour market exit age,False,False,False,OECD member,GRC,Greece,Europe & Middle East,2,Female,GREECE,FEMALE,01-01-1990,'90,,1990,59.4,,59.4,59.4,,59.4,,59.4
Not applicable,2,Hungary,Hungary,HUN,False,,Hungary,False,57,False,Female,True,Effective labour market exit age,False,False,False,OECD member,HUN,Hungary,Europe & Middle East,2,Female,HUNGARY,FEMALE,01-01-1990,'90,,1990,57.7,,57.7,57.7,,57.7,,57.7
Not applicable,2,Ireland,Ireland,IRL,False,,Ireland,False,62,False,Female,True,Effective labour market exit age,False,False,False,OECD member,IRL,Ireland,Europe & Middle East,2,Female,IRELAND,FEMALE,01-01-1990,'90,,1990,62.4,,62.4,62.4,,62.4,,62.4
Not applicable,2,Iceland,Iceland,ISL,False,,Iceland,False,69,False,Female,True,Effective labour market exit age,False,False,False,OECD member,ISL,Iceland,Europe & Middle East,2,Female,ICELAND,FEMALE,01-01-1990,'90,,1990,69.7,,69.7,69.7,,69.7,,69.7
Not applicable,2,Israel,Israel,ISR,False,,Israel,False,62,False,Female,True,Effective labour market exit age,False,False,False,OECD member,ISR,Israel,Europe & Middle East,2,Female,ISRAEL,FEMALE,01-01-1990,'90,,1990,62.5,,62.5,62.5,,62.5,,62.5
Not applicable,2,Italy,Italy,ITA,False,,Italy,False,58,False,Female,True,Effective labour market exit age,False,False,False,OECD member,ITA,Italy,Europe & Middle East,2,Female,ITALY,FEMALE,01-01-1990,'90,,1990,58.2,,58.2,58.2,,58.2,,58.2
Not applicable,2,Japan,Japan,JPN,False,,Japan,False,63,False,Female,True,Effective labour market exit age,False,False,False,OECD member,JPN,Japan,East Asia,2,Female,JAPAN,FEMALE,01-01-1990,'90,,1990,63.9,,63.9,63.9,,63.9,,63.9
Not applicable,2,Korea,Korea,KOR,False,,Korea,False,66,False,Female,True,Effective labour market exit age,False,False,False,OECD member,KOR,Korea,East Asia,2,Female,KOREA,FEMALE,01-01-1990,'90,,1990,66.4,,66.4,66.4,,66.4,66.4,66.4
Not applicable,2,Luxembourg,Luxembourg,LUX,False,,Luxembourg,False,58,False,Female,True,Effective labour market exit age,False,False,False,OECD member,LUX,Luxembourg,Europe & Middle East,2,Female,LUXEMBOURG,FEMALE,01-01-1990,'90,,1990,58.8,,58.8,58.8,,58.8,,58.8
Not applicable,2,Mexico,Mexico,MEX,True,,Mexico,False,68,False,Female,True,Effective labour market exit age,False,False,False,OECD member,MEX,Mexico,Latin America,2,Female,MEXICO,FEMALE,01-01-1990,'90,,1990,68.5,,68.5,68.5,,68.5,68.5,68.5
Not applicable,2,Netherlands,Netherlands,NLD,False,,Netherlands,False,58,False,Female,True,Effective labour market exit age,False,False,False,OECD member,NLD,Netherlands,Europe & Middle East,2,Female,NETHERLANDS,FEMALE,01-01-1990,'90,,1990,58.2,,58.2,58.2,,58.2,,58.2
Not applicable,2,Norway,Norway,NOR,False,,Norway,False,62,False,Female,True,Effective labour market exit age,False,False,False,OECD member,NOR,Norway,Europe & Middle East,2,Female,NORWAY,FEMALE,01-01-1990,'90,,1990,62.1,,62.1,62.1,,62.1,,62.1
Not applicable,2,New Zealand,New Zealand,NZL,False,,New Zealand,False,60,False,Female,True,Effective labour market exit age,False,False,False,OECD member,NZL,New Zealand,Oceania,2,Female,NEW ZEALAND,FEMALE,01-01-1990,'90,,1990,60.4,,60.4,60.4,,60.4,,60.4
Not applicable,2,OECD average,OECD average,OECD_REP,False,OECD average,,False,61,False,Female,True,Effective labour market exit age,True,True,True,OECD member,OECD_REP,OECD average country,OECD average,2,Female,OECD AVERAGE COUNTRY,FEMALE,01-01-1990,'90,,1990,61.1,,61.1,61.1,,61.1,,61.1
Not applicable,2,Poland,Poland,POL,False,,Poland,False,60,False,Female,True,Effective labour market exit age,False,False,False,OECD member,POL,Poland,Europe & Middle East,2,Female,POLAND,FEMALE,01-01-1990,'90,,1990,60.4,,60.4,60.4,,60.4,,60.4
Not applicable,2,Portugal,Portugal,PRT,False,,Portugal,False,62,False,Female,True,Effective labour market exit age,False,False,False,OECD member,PRT,Portugal,Europe & Middle East,2,Female,PORTUGAL,FEMALE,01-01-1990,'90,,1990,62.0,,62.0,62.0,,62.0,,62.0
Not applicable,2,Slovak Republic,Slovak Republic,SVK,False,,Slovak Republic,False,56,False,Female,True,Effective labour market exit age,False,False,False,OECD member,SVK,Slovak Republic,Europe & Middle East,2,Female,SLOVAK REPUBLIC,FEMALE,01-01-1990,'90,,1990,56.7,,56.7,56.7,,56.7,,56.7
Not applicable,2,Slovenia,Slovenia,SVN,False,,Slovenia,False,56,False,Female,True,Effective labour market exit age,False,False,False,OECD member,SVN,Slovenia,Europe & Middle East,2,Female,SLOVENIA,FEMALE,01-01-1990,'90,,1990,56.7,,56.7,56.7,,56.7,,56.7
Not applicable,2,Sweden,Sweden,SWE,False,,Sweden,False,62,False,Female,True,Effective labour market exit age,False,False,False,OECD member,SWE,Sweden,Europe & Middle East,2,Female,SWEDEN,FEMALE,01-01-1990,'90,,1990,62.0,,62.0,62.0,,62.0,,62.0
Not applicable,2,Türkiye,Türkiye,TUR,False,,Türkiye,False,59,False,Female,True,Effective labour market exit age,False,False,False,OECD member,TUR,Türkiye,Europe & Middle East,2,Female,TÜRKIYE,FEMALE,01-01-1990,'90,,1990,59.6,,59.6,59.6,,59.6,,59.6
Not applicable,2,United States,United States,USA,False,,United States,False,63,False,Female,True,Effective labour market exit age,False,False,False,OECD member,USA,United States,N. America,2,Female,UNITED STATES,FEMALE,01-01-1990,'90,,1990,63.0,,63.0,63.0,,63.0,,63.0
Not applicable,2,Australia,Australia,AUS,False,,Australia,False,59,False,Female,True,Effective labour market exit age,False,False,False,OECD member,AUS,Australia,Oceania,2,Female,AUSTRALIA,FEMALE,01-01-1991,'91,,1991,59.1,,59.1,59.1,,59.1,,59.1
Not applicable,2,Belgium,Belgium,BEL,False,,Belgium,False,55,False,Female,True,Effective labour market exit age,False,False,False,OECD member,BEL,Belgium,Europe & Middle East,2,Female,BELGIUM,FEMALE,01-01-1991,'91,,1991,55.8,,55.8,55.8,,55.8,,55.8
Not applicable,2,Canada,Canada,CAN,False,,Canada,False,61,False,Female,True,Effective labour market exit age,False,False,False,OECD member,CAN,Canada,N. America,2,Female,CANADA,FEMALE,01-01-1991,'91,,1991,61.3,,61.3,61.3,,61.3,,61.3
Not applicable,2,Switzerland,Switzerland,CHE,False,,Switzerland,False,63,False,Female,True,Effective labour market exit age,False,False,False,OECD member,CHE,Switzerland,Europe & Middle East,2,Female,SWITZERLAND,FEMALE,01-01-1991,'91,,1991,63.7,,63.7,63.7,,63.7,,63.7
Not applicable,2,Chile,Chile,CHL,False,,Chile,False,60,False,Female,True,Effective labour market exit age,False,False,False,OECD member,CHL,Chile,Latin America,2,Female,CHILE,FEMALE,01-01-1991,'91,,1991,60.0,,60.0,60.0,,60.0,,60.0
Not applicable,2,Costa Rica,Costa Rica,CRI,False,,Costa Rica,False,56,False,Female,True,Effective labour market exit age,False,False,False,OECD member,CRI,Costa Rica,Latin America,2,Female,COSTA RICA,FEMALE,01-01-1991,'91,,1991,56.5,,56.5,56.5,,56.5,,56.5
Not applicable,2,Czechia,Czechia,CZE,False,,Czechia,False,57,False,Female,True,Effective labour market exit age,False,False,False,OECD member,CZE,Czechia,Europe & Middle East,2,Female,CZECHIA,FEMALE,01-01-1991,'91,,1991,57.7,,57.7,57.7,,57.7,,57.7
Not applicable,2,Denmark,Denmark,DNK,False,,Denmark,False,60,False,Female,True,Effective labour market exit age,False,False,False,OECD member,DNK,Denmark,Europe & Middle East,2,Female,DENMARK,FEMALE,01-01-1991,'91,,1991,60.9,,60.9,60.9,,60.9,,60.9
Not applicable,2,Spain,Spain,ESP,False,,Spain,False,63,False,Female,True,Effective labour market exit age,False,False,False,OECD member,ESP,Spain,Europe & Middle East,2,Female,SPAIN,FEMALE,01-01-1991,'91,,1991,63.8,,63.8,63.8,,63.8,,63.8
Not applicable,2,Estonia,Estonia,EST,False,,Estonia,False,59,False,Female,True,Effective labour market exit age,False,False,False,OECD member,EST,Estonia,Europe & Middle East,2,Female,ESTONIA,FEMALE,01-01-1991,'91,,1991,59.9,,59.9,59.9,,59.9,,59.9
Not applicable,2,Finland,Finland,FIN,False,,Finland,False,59,False,Female,True,Effective labour market exit age,False,False,False,OECD member,FIN,Finland,Europe & Middle East,2,Female,FINLAND,FEMALE,01-01-1991,'91,,1991,59.5,,59.5,59.5,,59.5,,59.5
Not applicable,2,France,France,FRA,False,,France,False,59,False,Female,True,Effective labour market exit age,False,False,False,OECD member,FRA,France,Europe & Middle East,2,Female,FRANCE,FEMALE,01-01-1991,'91,,1991,59.0,,59.0,59.0,,59.0,,59.0
Not applicable,2,United Kingdom,United Kingdom,GBR,False,,United Kingdom,False,59,False,Female,True,Effective labour market exit age,False,False,False,OECD member,GBR,United Kingdom,Europe & Middle East,2,Female,UNITED KINGDOM,FEMALE,01-01-1991,'91,,1991,59.5,,59.5,59.5,,59.5,,59.5
Not applicable,2,Greece,Greece,GRC,False,,Greece,False,58,False,Female,True,Effective labour market exit age,False,False,False,OECD member,GRC,Greece,Europe & Middle East,2,Female,GREECE,FEMALE,01-01-1991,'91,,1991,58.7,,58.7,58.7,,58.7,,58.7
Not applicable,2,Hungary,Hungary,HUN,False,,Hungary,False,57,False,Female,True,Effective labour market exit age,False,False,False,OECD member,HUN,Hungary,Europe & Middle East,2,Female,HUNGARY,FEMALE,01-01-1991,'91,,1991,57.5,,57.5,57.5,,57.5,,57.5
Not applicable,2,Ireland,Ireland,IRL,False,,Ireland,False,63,False,Female,True,Effective labour market exit age,False,False,False,OECD member,IRL,Ireland,Europe & Middle East,2,Female,IRELAND,FEMALE,01-01-1991,'91,,1991,63.3,,63.3,63.3,,63.3,,63.3
Not applicable,2,Iceland,Iceland,ISL,False,,Iceland,False,70,False,Female,True,Effective labour market exit age,False,False,False,OECD member,ISL,Iceland,Europe & Middle East,2,Female,ICELAND,FEMALE,01-01-1991,'91,,1991,70.0,,70.0,70.0,,70.0,,70.0
Not applicable,2,Israel,Israel,ISR,False,,Israel,False,65,False,Female,True,Effective labour market exit age,False,False,False,OECD member,ISR,Israel,Europe & Middle East,2,Female,ISRAEL,FEMALE,01-01-1991,'91,,1991,65.1,,65.1,65.1,,65.1,,65.1
Not applicable,2,Italy,Italy,ITA,False,,Italy,False,57,False,Female,True,Effective labour market exit age,False,False,False,OECD member,ITA,Italy,Europe & Middle East,2,Female,ITALY,FEMALE,01-01-1991,'91,,1991,57.8,,57.8,57.8,,57.8,,57.8
Not applicable,2,Japan,Japan,JPN,False,,Japan,False,64,False,Female,True,Effective labour market exit age,False,False,False,OECD member,JPN,Japan,East Asia,2,Female,JAPAN,FEMALE,01-01-1991,'91,,1991,64.5,,64.5,64.5,,64.5,,64.5
Not applicable,2,Korea,Korea,KOR,False,,Korea,False,66,False,Female,True,Effective labour market exit age,False,False,False,OECD member,KOR,Korea,East Asia,2,Female,KOREA,FEMALE,01-01-1991,'91,,1991,66.1,,66.1,66.1,,66.1,66.1,66.1
Not applicable,2,Luxembourg,Luxembourg,LUX,False,,Luxembourg,False,56,False,Female,True,Effective labour market exit age,False,False,False,OECD member,LUX,Luxembourg,Europe & Middle East,2,Female,LUXEMBOURG,FEMALE,01-01-1991,'91,,1991,56.8,,56.8,56.8,,56.8,,56.8
Not applicable,2,Mexico,Mexico,MEX,True,,Mexico,False,67,False,Female,True,Effective labour market exit age,False,False,False,OECD member,MEX,Mexico,Latin America,2,Female,MEXICO,FEMALE,01-01-1991,'91,,1991,67.7,,67.7,67.7,,67.7,67.7,67.7
Not applicable,2,Netherlands,Netherlands,NLD,False,,Netherlands,False,58,False,Female,True,Effective labour market exit age,False,False,False,OECD member,NLD,Netherlands,Europe & Middle East,2,Female,NETHERLANDS,FEMALE,01-01-1991,'91,,1991,58.0,,58.0,58.0,,58.0,,58.0
Not applicable,2,Norway,Norway,NOR,False,,Norway,False,61,False,Female,True,Effective labour market exit age,False,False,False,OECD member,NOR,Norway,Europe & Middle East,2,Female,NORWAY,FEMALE,01-01-1991,'91,,1991,61.0,,61.0,61.0,,61.0,,61.0
Not applicable,2,New Zealand,New Zealand,NZL,False,,New Zealand,False,59,False,Female,True,Effective labour market exit age,False,False,False,OECD member,NZL,New Zealand,Oceania,2,Female,NEW ZEALAND,FEMALE,01-01-1991,'91,,1991,59.5,,59.5,59.5,,59.5,,59.5
Not applicable,2,OECD average,OECD average,OECD_REP,False,OECD average,,False,60,False,Female,True,Effective labour market exit age,True,True,True,OECD member,OECD_REP,OECD average country,OECD average,2,Female,OECD AVERAGE COUNTRY,FEMALE,01-01-1991,'91,,1991,60.9,,60.9,60.9,,60.9,,60.9
Not applicable,2,Poland,Poland,POL,False,,Poland,False,60,False,Female,True,Effective labour market exit age,False,False,False,OECD member,POL,Poland,Europe & Middle East,2,Female,POLAND,FEMALE,01-01-1991,'91,,1991,60.4,,60.4,60.4,,60.4,,60.4
Not applicable,2,Portugal,Portugal,PRT,False,,Portugal,False,64,False,Female,True,Effective labour market exit age,False,False,False,OECD member,PRT,Portugal,Europe & Middle East,2,Female,PORTUGAL,FEMALE,01-01-1991,'91,,1991,64.7,,64.7,64.7,,64.7,,64.7
Not applicable,2,Slovak Republic,Slovak Republic,SVK,False,,Slovak Republic,False,56,False,Female,True,Effective labour market exit age,False,False,False,OECD member,SVK,Slovak Republic,Europe & Middle East,2,Female,SLOVAK REPUBLIC,FEMALE,01-01-1991,'91,,1991,56.5,,56.5,56.5,,56.5,,56.5
Not applicable,2,Slovenia,Slovenia,SVN,False,,Slovenia,False,56,False,Female,True,Effective labour market exit age,False,False,False,OECD member,SVN,Slovenia,Europe & Middle East,2,Female,SLOVENIA,FEMALE,01-01-1991,'91,,1991,56.6,,56.6,56.6,,56.6,,56.6
Not applicable,2,Sweden,Sweden,SWE,False,,Sweden,False,61,False,Female,True,Effective labour market exit age,False,False,False,OECD member,SWE,Sweden,Europe & Middle East,2,Female,SWEDEN,FEMALE,01-01-1991,'91,,1991,61.9,,61.9,61.9,,61.9,,61.9
