Age,Country,Country (group),Country Code,Gender,Measure1,OECD Member: T|F,Ref Area,Reference area,Sex,UPPER(Gender),Year,Year Int,Age | Years,Effective labour market exit age,Obs Value
65 years,Ireland,Europe,IRL,Female,Life expectancy,OECD member,IRL,Ireland,Female,FEMALE,01-01-1995,1995,17.2,,17.2
65 years,Iceland,Europe,ISL,Female,Life expectancy,OECD member,ISL,Iceland,Female,FEMALE,01-01-1995,1995,19.1,,19.1
65 years,Israel,Europe,ISR,Female,Life expectancy,OECD member,ISR,Israel,Female,FEMALE,01-01-1995,1995,17.9,,17.9
65 years,Italy,Europe,ITA,Female,Life expectancy,OECD member,ITA,Italy,Female,FEMALE,01-01-1995,1995,19.9,,19.9
65 years,Japan,Other,JPN,Female,Life expectancy,OECD member,JPN,Japan,Female,FEMALE,01-01-1995,1995,20.9,,20.9
65 years,Korea,Other,KOR,Female,Life expectancy,OECD member,KOR,Korea,Female,FEMALE,01-01-1995,1995,17.5,,17.5
65 years,Lithuania,Europe,LTU,Female,Life expectancy,OECD member,LTU,Lithuania,Female,FEMALE,01-01-1995,1995,16.9,,16.9
65 years,Luxembourg,Europe,LUX,Female,Life expectancy,OECD member,LUX,Luxembourg,Female,FEMALE,01-01-1995,1995,19.7,,19.7
65 years,Mexico,Other,MEX,Female,Life expectancy,OECD member,MEX,Mexico,Female,FEMALE,01-01-1995,1995,17.6,,17.6
65 years,Netherlands,Europe,NLD,Female,Life expectancy,OECD member,NLD,Netherlands,Female,FEMALE,01-01-1995,1995,19.2,,19.2
65 years,Norway,Europe,NOR,Female,Life expectancy,OECD member,NOR,Norway,Female,FEMALE,01-01-1995,1995,19.2,,19.2
65 years,New Zealand,Other,NZL,Female,Life expectancy,OECD member,NZL,New Zealand,Female,FEMALE,01-01-1995,1995,19.0,,19.0
65 years,Poland,Europe,POL,Female,Life expectancy,OECD member,POL,Poland,Female,FEMALE,01-01-1995,1995,16.5,,16.5
65 years,Portugal,Europe,PRT,Female,Life expectancy,OECD member,PRT,Portugal,Female,FEMALE,01-01-1995,1995,18.1,,18.1
65 years,Slovak Republic,Europe,SVK,Female,Life expectancy,OECD member,SVK,Slovak Republic,Female,FEMALE,01-01-1995,1995,16.2,,16.2
65 years,Slovenia,Europe,SVN,Female,Life expectancy,OECD member,SVN,Slovenia,Female,FEMALE,01-01-1995,1995,17.6,,17.6
65 years,Sweden,Europe,SWE,Female,Life expectancy,OECD member,SWE,Sweden,Female,FEMALE,01-01-1995,1995,19.9,,19.9
65 years,Türkiye,Europe,TUR,Female,Life expectancy,OECD member,TUR,Türkiye,Female,FEMALE,01-01-1995,1995,14.6,,14.6
65 years,United States,Other,USA,Female,Life expectancy,OECD member,USA,United States,Female,FEMALE,01-01-1995,1995,18.9,,18.9
65 years,Australia,Other,AUS,Female,Life expectancy,OECD member,AUS,Australia,Female,FEMALE,01-01-1996,1996,19.6,,19.6
65 years,Austria,Europe,AUT,Female,Life expectancy,OECD member,AUT,Austria,Female,FEMALE,01-01-1996,1996,18.9,,18.9
65 years,Belgium,Europe,BEL,Female,Life expectancy,OECD member,BEL,Belgium,Female,FEMALE,01-01-1996,1996,19.4,,19.4
65 years,Canada,Other,CAN,Female,Life expectancy,OECD member,CAN,Canada,Female,FEMALE,01-01-1996,1996,19.9,,19.9
65 years,Switzerland,Europe,CHE,Female,Life expectancy,OECD member,CHE,Switzerland,Female,FEMALE,01-01-1996,1996,20.5,,20.5
65 years,Chile,Other,CHL,Female,Life expectancy,OECD member,CHL,Chile,Female,FEMALE,01-01-1996,1996,18.3,,18.3
65 years,Colombia,Other,COL,Female,Life expectancy,OECD member,COL,Colombia,Female,FEMALE,01-01-1996,1996,17.0,,17.0
65 years,Costa Rica,Other,CRI,Female,Life expectancy,OECD member,CRI,Costa Rica,Female,FEMALE,01-01-1996,1996,19.2,,19.2
65 years,Czechia,Europe,CZE,Female,Life expectancy,OECD member,CZE,Czechia,Female,FEMALE,01-01-1996,1996,16.6,,16.6
65 years,Germany,Europe,DEU,Female,Life expectancy,OECD member,DEU,Germany,Female,FEMALE,01-01-1996,1996,18.8,,18.8
65 years,Denmark,Europe,DNK,Female,Life expectancy,OECD member,DNK,Denmark,Female,FEMALE,01-01-1996,1996,17.9,,17.9
65 years,Spain,Europe,ESP,Female,Life expectancy,OECD member,ESP,Spain,Female,FEMALE,01-01-1996,1996,20.2,,20.2
65 years,Estonia,Europe,EST,Female,Life expectancy,OECD member,EST,Estonia,Female,FEMALE,01-01-1996,1996,16.4,,16.4
65 years,Finland,Europe,FIN,Female,Life expectancy,OECD member,FIN,Finland,Female,FEMALE,01-01-1996,1996,18.9,,18.9
65 years,France,Europe,FRA,Female,Life expectancy,OECD member,FRA,France,Female,FEMALE,01-01-1996,1996,21.0,,21.0
65 years,Greece,Europe,GRC,Female,Life expectancy,OECD member,GRC,Greece,Female,FEMALE,01-01-1996,1996,18.8,,18.8
65 years,Hungary,Europe,HUN,Female,Life expectancy,OECD member,HUN,Hungary,Female,FEMALE,01-01-1996,1996,15.9,,15.9
65 years,Ireland,Europe,IRL,Female,Life expectancy,OECD member,IRL,Ireland,Female,FEMALE,01-01-1996,1996,17.4,,17.4
65 years,Iceland,Europe,ISL,Female,Life expectancy,OECD member,ISL,Iceland,Female,FEMALE,01-01-1996,1996,19.2,,19.2
65 years,Israel,Europe,ISR,Female,Life expectancy,OECD member,ISR,Israel,Female,FEMALE,01-01-1996,1996,18.5,,18.5
65 years,Italy,Europe,ITA,Female,Life expectancy,OECD member,ITA,Italy,Female,FEMALE,01-01-1996,1996,20.1,,20.1
65 years,Japan,Other,JPN,Female,Life expectancy,OECD member,JPN,Japan,Female,FEMALE,01-01-1996,1996,21.5,,21.5
65 years,Korea,Other,KOR,Female,Life expectancy,OECD member,KOR,Korea,Female,FEMALE,01-01-1996,1996,17.7,,17.7
65 years,Lithuania,Europe,LTU,Female,Life expectancy,OECD member,LTU,Lithuania,Female,FEMALE,01-01-1996,1996,17.2,,17.2
65 years,Luxembourg,Europe,LUX,Female,Life expectancy,OECD member,LUX,Luxembourg,Female,FEMALE,01-01-1996,1996,19.5,,19.5
65 years,Mexico,Other,MEX,Female,Life expectancy,OECD member,MEX,Mexico,Female,FEMALE,01-01-1996,1996,17.8,,17.8
65 years,Netherlands,Europe,NLD,Female,Life expectancy,OECD member,NLD,Netherlands,Female,FEMALE,01-01-1996,1996,19.2,,19.2
65 years,Norway,Europe,NOR,Female,Life expectancy,OECD member,NOR,Norway,Female,FEMALE,01-01-1996,1996,19.6,,19.6
65 years,New Zealand,Other,NZL,Female,Life expectancy,OECD member,NZL,New Zealand,Female,FEMALE,01-01-1996,1996,19.1,,19.1
65 years,Poland,Europe,POL,Female,Life expectancy,OECD member,POL,Poland,Female,FEMALE,01-01-1996,1996,16.5,,16.5
65 years,Portugal,Europe,PRT,Female,Life expectancy,OECD member,PRT,Portugal,Female,FEMALE,01-01-1996,1996,18.1,,18.1
65 years,Slovak Republic,Europe,SVK,Female,Life expectancy,OECD member,SVK,Slovak Republic,Female,FEMALE,01-01-1996,1996,16.6,,16.6
65 years,Slovenia,Europe,SVN,Female,Life expectancy,OECD member,SVN,Slovenia,Female,FEMALE,01-01-1996,1996,18.1,,18.1
65 years,Sweden,Europe,SWE,Female,Life expectancy,OECD member,SWE,Sweden,Female,FEMALE,01-01-1996,1996,19.9,,19.9
65 years,Türkiye,Europe,TUR,Female,Life expectancy,OECD member,TUR,Türkiye,Female,FEMALE,01-01-1996,1996,14.8,,14.8
65 years,United States,Other,USA,Female,Life expectancy,OECD member,USA,United States,Female,FEMALE,01-01-1996,1996,19.0,,19.0
65 years,Australia,Other,AUS,Female,Life expectancy,OECD member,AUS,Australia,Female,FEMALE,01-01-1997,1997,19.8,,19.8
65 years,Austria,Europe,AUT,Female,Life expectancy,OECD member,AUT,Austria,Female,FEMALE,01-01-1997,1997,19.1,,19.1
65 years,Belgium,Europe,BEL,Female,Life expectancy,OECD member,BEL,Belgium,Female,FEMALE,01-01-1997,1997,19.5,,19.5
65 years,Canada,Other,CAN,Female,Life expectancy,OECD member,CAN,Canada,Female,FEMALE,01-01-1997,1997,19.9,,19.9
65 years,Switzerland,Europe,CHE,Female,Life expectancy,OECD member,CHE,Switzerland,Female,FEMALE,01-01-1997,1997,20.5,,20.5
65 years,Chile,Other,CHL,Female,Life expectancy,OECD member,CHL,Chile,Female,FEMALE,01-01-1997,1997,18.4,,18.4
65 years,Colombia,Other,COL,Female,Life expectancy,OECD member,COL,Colombia,Female,FEMALE,01-01-1997,1997,17.2,,17.2
65 years,Costa Rica,Other,CRI,Female,Life expectancy,OECD member,CRI,Costa Rica,Female,FEMALE,01-01-1997,1997,19.2,,19.2
65 years,Czechia,Europe,CZE,Female,Life expectancy,OECD member,CZE,Czechia,Female,FEMALE,01-01-1997,1997,16.7,,16.7
65 years,Germany,Europe,DEU,Female,Life expectancy,OECD member,DEU,Germany,Female,FEMALE,01-01-1997,1997,19.1,,19.1
65 years,Denmark,Europe,DNK,Female,Life expectancy,OECD member,DNK,Denmark,Female,FEMALE,01-01-1997,1997,18.0,,18.0
65 years,Spain,Europe,ESP,Female,Life expectancy,OECD member,ESP,Spain,Female,FEMALE,01-01-1997,1997,20.5,,20.5
65 years,Estonia,Europe,EST,Female,Life expectancy,OECD member,EST,Estonia,Female,FEMALE,01-01-1997,1997,16.8,,16.8
65 years,Finland,Europe,FIN,Female,Life expectancy,OECD member,FIN,Finland,Female,FEMALE,01-01-1997,1997,19.1,,19.1
65 years,France,Europe,FRA,Female,Life expectancy,OECD member,FRA,France,Female,FEMALE,01-01-1997,1997,21.1,,21.1
65 years,Greece,Europe,GRC,Female,Life expectancy,OECD member,GRC,Greece,Female,FEMALE,01-01-1997,1997,19.1,,19.1
65 years,Hungary,Europe,HUN,Female,Life expectancy,OECD member,HUN,Hungary,Female,FEMALE,01-01-1997,1997,16.3,,16.3
65 years,Ireland,Europe,IRL,Female,Life expectancy,OECD member,IRL,Ireland,Female,FEMALE,01-01-1997,1997,17.6,,17.6
65 years,Iceland,Europe,ISL,Female,Life expectancy,OECD member,ISL,Iceland,Female,FEMALE,01-01-1997,1997,20.1,,20.1
65 years,Israel,Europe,ISR,Female,Life expectancy,OECD member,ISR,Israel,Female,FEMALE,01-01-1997,1997,18.6,,18.6
65 years,Italy,Europe,ITA,Female,Life expectancy,OECD member,ITA,Italy,Female,FEMALE,01-01-1997,1997,20.2,,20.2
65 years,Japan,Other,JPN,Female,Life expectancy,OECD member,JPN,Japan,Female,FEMALE,01-01-1997,1997,21.8,,21.8
65 years,Korea,Other,KOR,Female,Life expectancy,OECD member,KOR,Korea,Female,FEMALE,01-01-1997,1997,17.9,,17.9
65 years,Lithuania,Europe,LTU,Female,Life expectancy,OECD member,LTU,Lithuania,Female,FEMALE,01-01-1997,1997,17.3,,17.3
65 years,Luxembourg,Europe,LUX,Female,Life expectancy,OECD member,LUX,Luxembourg,Female,FEMALE,01-01-1997,1997,19.2,,19.2
65 years,Mexico,Other,MEX,Female,Life expectancy,OECD member,MEX,Mexico,Female,FEMALE,01-01-1997,1997,18.1,,18.1
65 years,Netherlands,Europe,NLD,Female,Life expectancy,OECD member,NLD,Netherlands,Female,FEMALE,01-01-1997,1997,19.3,,19.3
65 years,Norway,Europe,NOR,Female,Life expectancy,OECD member,NOR,Norway,Female,FEMALE,01-01-1997,1997,19.5,,19.5
65 years,New Zealand,Other,NZL,Female,Life expectancy,OECD member,NZL,New Zealand,Female,FEMALE,01-01-1997,1997,19.2,,19.2
65 years,Poland,Europe,POL,Female,Life expectancy,OECD member,POL,Poland,Female,FEMALE,01-01-1997,1997,16.8,,16.8
65 years,Portugal,Europe,PRT,Female,Life expectancy,OECD member,PRT,Portugal,Female,FEMALE,01-01-1997,1997,18.5,,18.5
65 years,Slovak Republic,Europe,SVK,Female,Life expectancy,OECD member,SVK,Slovak Republic,Female,FEMALE,01-01-1997,1997,16.5,,16.5
65 years,Slovenia,Europe,SVN,Female,Life expectancy,OECD member,SVN,Slovenia,Female,FEMALE,01-01-1997,1997,18.0,,18.0
65 years,Sweden,Europe,SWE,Female,Life expectancy,OECD member,SWE,Sweden,Female,FEMALE,01-01-1997,1997,20.1,,20.1
65 years,Türkiye,Europe,TUR,Female,Life expectancy,OECD member,TUR,Türkiye,Female,FEMALE,01-01-1997,1997,14.8,,14.8
65 years,United States,Other,USA,Female,Life expectancy,OECD member,USA,United States,Female,FEMALE,01-01-1997,1997,19.2,,19.2
65 years,Australia,Other,AUS,Female,Life expectancy,OECD member,AUS,Australia,Female,FEMALE,01-01-1998,1998,20.0,,20.0
65 years,Austria,Europe,AUT,Female,Life expectancy,OECD member,AUT,Austria,Female,FEMALE,01-01-1998,1998,19.4,,19.4
65 years,Belgium,Europe,BEL,Female,Life expectancy,OECD member,BEL,Belgium,Female,FEMALE,01-01-1998,1998,19.6,,19.6
65 years,Canada,Other,CAN,Female,Life expectancy,OECD member,CAN,Canada,Female,FEMALE,01-01-1998,1998,20.0,,20.0
65 years,Australia,Other,AUS,Female,Life expectancy,OECD member,AUS,Australia,Female,FEMALE,01-01-1999,1999,20.2,,20.2
65 years,Australia,Other,AUS,Female,Life expectancy,OECD member,AUS,Australia,Female,FEMALE,01-01-2000,2000,20.4,,20.4
65 years,Australia,Other,AUS,Female,Life expectancy,OECD member,AUS,Australia,Female,FEMALE,01-01-2001,2001,20.7,,20.7
65 years,Australia,Other,AUS,Female,Life expectancy,OECD member,AUS,Australia,Female,FEMALE,01-01-2002,2002,20.8,,20.8
65 years,Australia,Other,AUS,Female,Life expectancy,OECD member,AUS,Australia,Female,FEMALE,01-01-2003,2003,21.0,,21.0
65 years,Australia,Other,AUS,Female,Life expectancy,OECD member,AUS,Australia,Female,FEMALE,01-01-2004,2004,21.1,,21.1
65 years,Australia,Other,AUS,Female,Life expectancy,OECD member,AUS,Australia,Female,FEMALE,01-01-2005,2005,21.4,,21.4
65 years,Australia,Other,AUS,Female,Life expectancy,OECD member,AUS,Australia,Female,FEMALE,01-01-2006,2006,21.5,,21.5
65 years,Australia,Other,AUS,Female,Life expectancy,OECD member,AUS,Australia,Female,FEMALE,01-01-2007,2007,21.6,,21.6
65 years,Australia,Other,AUS,Female,Life expectancy,OECD member,AUS,Australia,Female,FEMALE,01-01-2008,2008,21.6,,21.6
65 years,Australia,Other,AUS,Female,Life expectancy,OECD member,AUS,Australia,Female,FEMALE,01-01-2009,2009,21.8,,21.8
65 years,Australia,Other,AUS,Female,Life expectancy,OECD member,AUS,Australia,Female,FEMALE,01-01-2010,2010,21.8,,21.8
65 years,Australia,Other,AUS,Female,Life expectancy,OECD member,AUS,Australia,Female,FEMALE,01-01-2011,2011,22.0,,22.0
65 years,Australia,Other,AUS,Female,Life expectancy,OECD member,AUS,Australia,Female,FEMALE,01-01-2012,2012,22.0,,22.0
65 years,Australia,Other,AUS,Female,Life expectancy,OECD member,AUS,Australia,Female,FEMALE,01-01-2013,2013,22.1,,22.1
65 years,Australia,Other,AUS,Female,Life expectancy,OECD member,AUS,Australia,Female,FEMALE,01-01-2014,2014,22.2,,22.2
65 years,Australia,Other,AUS,Female,Life expectancy,OECD member,AUS,Australia,Female,FEMALE,01-01-2015,2015,22.3,,22.3
65 years,Australia,Other,AUS,Female,Life expectancy,OECD member,AUS,Australia,Female,FEMALE,01-01-2016,2016,22.3,,22.3
65 years,Australia,Other,AUS,Female,Life expectancy,OECD member,AUS,Australia,Female,FEMALE,01-01-2017,2017,22.3,,22.3
65 years,Australia,Other,AUS,Female,Life expectancy,OECD member,AUS,Australia,Female,FEMALE,01-01-2018,2018,22.6,,22.6
65 years,Australia,Other,AUS,Female,Life expectancy,OECD member,AUS,Australia,Female,FEMALE,01-01-2019,2019,22.7,,22.7
65 years,Australia,Other,AUS,Female,Life expectancy,OECD member,AUS,Australia,Female,FEMALE,01-01-2020,2020,23.0,,23.0
65 years,Australia,Other,AUS,Female,Life expectancy,OECD member,AUS,Australia,Female,FEMALE,01-01-2021,2021,23.0,,23.0
65 years,Austria,Europe,AUT,Female,Life expectancy,OECD member,AUT,Austria,Female,FEMALE,01-01-1999,1999,19.4,,19.4
65 years,Austria,Europe,AUT,Female,Life expectancy,OECD member,AUT,Austria,Female,FEMALE,01-01-2000,2000,19.6,,19.6
65 years,Austria,Europe,AUT,Female,Life expectancy,OECD member,AUT,Austria,Female,FEMALE,01-01-2001,2001,20.0,,20.0
65 years,Austria,Europe,AUT,Female,Life expectancy,OECD member,AUT,Austria,Female,FEMALE,01-01-2002,2002,19.8,,19.8
65 years,Austria,Europe,AUT,Female,Life expectancy,OECD member,AUT,Austria,Female,FEMALE,01-01-2003,2003,19.7,,19.7
65 years,Austria,Europe,AUT,Female,Life expectancy,OECD member,AUT,Austria,Female,FEMALE,01-01-2004,2004,20.2,,20.2
65 years,Austria,Europe,AUT,Female,Life expectancy,OECD member,AUT,Austria,Female,FEMALE,01-01-2005,2005,20.3,,20.3
65 years,Austria,Europe,AUT,Female,Life expectancy,OECD member,AUT,Austria,Female,FEMALE,01-01-2006,2006,20.7,,20.7
65 years,Austria,Europe,AUT,Female,Life expectancy,OECD member,AUT,Austria,Female,FEMALE,01-01-2007,2007,21.0,,21.0
65 years,Austria,Europe,AUT,Female,Life expectancy,OECD member,AUT,Austria,Female,FEMALE,01-01-2008,2008,21.1,,21.1
65 years,Austria,Europe,AUT,Female,Life expectancy,OECD member,AUT,Austria,Female,FEMALE,01-01-2009,2009,21.2,,21.2
65 years,Austria,Europe,AUT,Female,Life expectancy,OECD member,AUT,Austria,Female,FEMALE,01-01-2010,2010,21.4,,21.4
65 years,Austria,Europe,AUT,Female,Life expectancy,OECD member,AUT,Austria,Female,FEMALE,01-01-2011,2011,21.7,,21.7
65 years,Austria,Europe,AUT,Female,Life expectancy,OECD member,AUT,Austria,Female,FEMALE,01-01-2012,2012,21.3,,21.3
65 years,Austria,Europe,AUT,Female,Life expectancy,OECD member,AUT,Austria,Female,FEMALE,01-01-2013,2013,21.5,,21.5
65 years,Austria,Europe,AUT,Female,Life expectancy,OECD member,AUT,Austria,Female,FEMALE,01-01-2014,2014,21.8,,21.8
65 years,Austria,Europe,AUT,Female,Life expectancy,OECD member,AUT,Austria,Female,FEMALE,01-01-2015,2015,21.3,,21.3
65 years,Austria,Europe,AUT,Female,Life expectancy,OECD member,AUT,Austria,Female,FEMALE,01-01-2016,2016,21.7,,21.7
65 years,Austria,Europe,AUT,Female,Life expectancy,OECD member,AUT,Austria,Female,FEMALE,01-01-2017,2017,21.5,,21.5
65 years,Austria,Europe,AUT,Female,Life expectancy,OECD member,AUT,Austria,Female,FEMALE,01-01-2018,2018,21.6,,21.6
65 years,Austria,Europe,AUT,Female,Life expectancy,OECD member,AUT,Austria,Female,FEMALE,01-01-2019,2019,21.7,,21.7
65 years,Austria,Europe,AUT,Female,Life expectancy,OECD member,AUT,Austria,Female,FEMALE,01-01-2020,2020,21.0,,21.0
65 years,Austria,Europe,AUT,Female,Life expectancy,OECD member,AUT,Austria,Female,FEMALE,01-01-2021,2021,21.1,,21.1
65 years,Belgium,Europe,BEL,Female,Life expectancy,OECD member,BEL,Belgium,Female,FEMALE,01-01-1999,1999,19.6,,19.6
65 years,Belgium,Europe,BEL,Female,Life expectancy,OECD member,BEL,Belgium,Female,FEMALE,01-01-2000,2000,19.7,,19.7
65 years,Belgium,Europe,BEL,Female,Life expectancy,OECD member,BEL,Belgium,Female,FEMALE,01-01-2001,2001,19.9,,19.9
65 years,Belgium,Europe,BEL,Female,Life expectancy,OECD member,BEL,Belgium,Female,FEMALE,01-01-2002,2002,19.7,,19.7
65 years,Belgium,Europe,BEL,Female,Life expectancy,OECD member,BEL,Belgium,Female,FEMALE,01-01-2003,2003,19.6,,19.6
65 years,Belgium,Europe,BEL,Female,Life expectancy,OECD member,BEL,Belgium,Female,FEMALE,01-01-2004,2004,20.2,,20.2
65 years,Belgium,Europe,BEL,Female,Life expectancy,OECD member,BEL,Belgium,Female,FEMALE,01-01-2005,2005,20.2,,20.2
65 years,Belgium,Europe,BEL,Female,Life expectancy,OECD member,BEL,Belgium,Female,FEMALE,01-01-2006,2006,20.6,,20.6
65 years,Belgium,Europe,BEL,Female,Life expectancy,OECD member,BEL,Belgium,Female,FEMALE,01-01-2007,2007,21.0,,21.0
65 years,Belgium,Europe,BEL,Female,Life expectancy,OECD member,BEL,Belgium,Female,FEMALE,01-01-2008,2008,20.9,,20.9
65 years,Belgium,Europe,BEL,Female,Life expectancy,OECD member,BEL,Belgium,Female,FEMALE,01-01-2009,2009,21.2,,21.2
65 years,Belgium,Europe,BEL,Female,Life expectancy,OECD member,BEL,Belgium,Female,FEMALE,01-01-2010,2010,21.3,,21.3
65 years,Belgium,Europe,BEL,Female,Life expectancy,OECD member,BEL,Belgium,Female,FEMALE,01-01-2012,2012,21.3,,21.3
65 years,Belgium,Europe,BEL,Female,Life expectancy,OECD member,BEL,Belgium,Female,FEMALE,01-01-2013,2013,21.4,,21.4
65 years,Belgium,Europe,BEL,Female,Life expectancy,OECD member,BEL,Belgium,Female,FEMALE,01-01-2014,2014,21.9,,21.9
65 years,Belgium,Europe,BEL,Female,Life expectancy,OECD member,BEL,Belgium,Female,FEMALE,01-01-2015,2015,21.5,,21.5
65 years,Belgium,Europe,BEL,Female,Life expectancy,OECD member,BEL,Belgium,Female,FEMALE,01-01-2016,2016,21.9,,21.9
65 years,Belgium,Europe,BEL,Female,Life expectancy,OECD member,BEL,Belgium,Female,FEMALE,01-01-2017,2017,21.9,,21.9
65 years,Belgium,Europe,BEL,Female,Life expectancy,OECD member,BEL,Belgium,Female,FEMALE,01-01-2018,2018,21.9,,21.9
65 years,Belgium,Europe,BEL,Female,Life expectancy,OECD member,BEL,Belgium,Female,FEMALE,01-01-2019,2019,22.1,,22.1
65 years,Belgium,Europe,BEL,Female,Life expectancy,OECD member,BEL,Belgium,Female,FEMALE,01-01-2020,2020,20.8,,20.8
65 years,Belgium,Europe,BEL,Female,Life expectancy,OECD member,BEL,Belgium,Female,FEMALE,01-01-2021,2021,22.1,,22.1
65 years,Canada,Other,CAN,Female,Life expectancy,OECD member,CAN,Canada,Female,FEMALE,01-01-1999,1999,20.1,,20.1
65 years,Canada,Other,CAN,Female,Life expectancy,OECD member,CAN,Canada,Female,FEMALE,01-01-2000,2000,20.3,,20.3
65 years,Canada,Other,CAN,Female,Life expectancy,OECD member,CAN,Canada,Female,FEMALE,01-01-2001,2001,20.4,,20.4
65 years,Canada,Other,CAN,Female,Life expectancy,OECD member,CAN,Canada,Female,FEMALE,01-01-2002,2002,20.5,,20.5
65 years,Canada,Other,CAN,Female,Life expectancy,OECD member,CAN,Canada,Female,FEMALE,01-01-2003,2003,20.6,,20.6
65 years,Canada,Other,CAN,Female,Life expectancy,OECD member,CAN,Canada,Female,FEMALE,01-01-2004,2004,20.8,,20.8
65 years,Canada,Other,CAN,Female,Life expectancy,OECD member,CAN,Canada,Female,FEMALE,01-01-2005,2005,20.9,,20.9
65 years,Canada,Other,CAN,Female,Life expectancy,OECD member,CAN,Canada,Female,FEMALE,01-01-2006,2006,21.2,,21.2
65 years,Canada,Other,CAN,Female,Life expectancy,OECD member,CAN,Canada,Female,FEMALE,01-01-2007,2007,21.2,,21.2
65 years,Canada,Other,CAN,Female,Life expectancy,OECD member,CAN,Canada,Female,FEMALE,01-01-2008,2008,21.3,,21.3
65 years,Canada,Other,CAN,Female,Life expectancy,OECD member,CAN,Canada,Female,FEMALE,01-01-2009,2009,21.6,,21.6
65 years,Canada,Other,CAN,Female,Life expectancy,OECD member,CAN,Canada,Female,FEMALE,01-01-2010,2010,21.7,,21.7
65 years,Canada,Other,CAN,Female,Life expectancy,OECD member,CAN,Canada,Female,FEMALE,01-01-2011,2011,21.8,,21.8
65 years,Canada,Other,CAN,Female,Life expectancy,OECD member,CAN,Canada,Female,FEMALE,01-01-2012,2012,22.0,,22.0
65 years,Canada,Other,CAN,Female,Life expectancy,OECD member,CAN,Canada,Female,FEMALE,01-01-2013,2013,21.9,,21.9
